date,time,temp,dewPointTemp,humid,ap,visibility,windDirection,windSpeed,gustSpeed,Precip,event,situation
2011/10/16,11:00 PM,0 °C,-6 °C,50%,1027 hPa,20 km,Calm,Calm,-,-,,
2011/10/17,2:00 AM,-2 °C,-6 °C,66%,1028 hPa,20 km,Calm,Calm,-,-,,
2011/10/17,5:00 AM,-3 °C,-7 °C,64%,1028 hPa,20 km,Calm,Calm,-,-,,
2011/10/17,8:00 AM,-5 °C,-8 °C,73%,1030 hPa,20 km,Calm,Calm,-,-,,
2011/10/17,11:00 AM,2 °C,-3 °C,57%,1024 hPa,20 km,Calm,Calm,-,-,,
2011/10/17,2:00 PM,10 °C,-7 °C,17%,1017 hPa,20 km,Calm,Calm,-,-,,
2011/10/17,5:00 PM,12 °C,-8 °C,13%,1015 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/17,8:00 PM,7 °C,-8 °C,23%,1018 hPa,20 km,Calm,Calm,-,-,,
2011/10/17,11:00 PM,0 °C,-5 °C,57%,1025 hPa,20 km,Calm,Calm,-,-,,
2011/10/18,2:00 AM,-2 °C,-6 °C,59%,1024 hPa,20 km,Calm,Calm,-,-,,
2011/10/18,5:00 AM,-3 °C,-8 °C,62%,1023 hPa,20 km,Calm,Calm,-,-,,
2011/10/18,8:00 AM,-4 °C,-8 °C,66%,1024 hPa,20 km,Calm,Calm,-,-,,
2011/10/18,11:00 AM,2 °C,-4 °C,58%,1020 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/18,2:00 PM,10 °C,-6 °C,19%,1013 hPa,20 km,West,14.4 km/h /,-,-,,Clear
2011/10/18,5:00 PM,11 °C,-6 °C,18%,1011 hPa,20 km,SW,3.6 km/h /,-,-,,Clear
2011/10/18,8:00 PM,5 °C,-7 °C,28%,1013 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/18,11:00 PM,2 °C,-7 °C,37%,1015 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/19,2:00 AM,6 °C,-6 °C,27%,1013 hPa,20 km,NW,7.2 km/h /,-,-,,Scattered Clouds
2011/10/19,5:00 AM,5 °C,-6 °C,32%,1013 hPa,20 km,West,14.4 km/h /,-,-,,Scattered Clouds
2011/10/19,8:00 AM,6 °C,-3 °C,37%,1012 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/10/19,11:00 AM,6 °C,-2 °C,42%,1013 hPa,20 km,East,7.2 km/h /,-,-,,Mostly Cloudy
2011/10/19,2:00 PM,5 °C,-2 °C,46%,1014 hPa,20 km,East,14.4 km/h /,-,-,,Mostly Cloudy
2011/10/19,5:00 PM,0 °C,-3 °C,66%,1021 hPa,10 km,East,14.4 km/h /,-,-,Snow,Light Snow
2011/10/19,8:00 PM,0 °C,-5 °C,56%,1022 hPa,-,Calm,Calm,-,-,,Partly Cloudy
2011/10/19,11:00 PM,-2 °C,-4 °C,80%,1028 hPa,-,Calm,Calm,-,-,Rain,Light Freezing Rain
2011/10/20,2:00 AM,-2 °C,-5 °C,69%,1025 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/10/20,5:00 AM,-5 °C,-10 °C,60%,1027 hPa,20 km,East,7.2 km/h /,-,-,,Partly Cloudy
2011/10/20,8:00 AM,-7 °C,-10 °C,70%,1027 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/20,11:00 AM,-5 °C,-8 °C,71%,1026 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/10/20,2:00 PM,1 °C,-8 °C,39%,1021 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/20,5:00 PM,3 °C,-8 °C,32%,1028 hPa,20 km,SW,7.2 km/h /,-,-,,Partly Cloudy
2011/10/20,8:00 PM,-1 °C,-7 °C,52%,1023 hPa,20 km,East,7.2 km/h /,-,-,,Scattered Clouds
2011/10/20,11:00 PM,-3 °C,-8 °C,53%,1027 hPa,20 km,South,7.2 km/h /,-,-,,
2011/10/21,2:00 AM,-4 °C,-10 °C,50%,1029 hPa,20 km,South,7.2 km/h /,-,-,,Scattered Clouds
2011/10/21,5:00 AM,-5 °C,-11 °C,50%,1030 hPa,20 km,South,7.2 km/h /,-,-,,
2011/10/21,8:00 AM,-7 °C,-11 °C,64%,1031 hPa,20 km,Calm,Calm,-,-,,
2011/10/21,11:00 AM,-3 °C,-9 °C,51%,1029 hPa,20 km,Calm,Calm,-,-,,
2011/10/21,2:00 PM,2 °C,-9 °C,29%,1026 hPa,20 km,West,7.2 km/h /,-,-,,
2011/10/21,5:00 PM,-4 °C,-10 °C,47%,1034 hPa,20 km,Calm,Calm,-,-,,
2011/10/21,8:00 PM,-1 °C,-8 °C,45%,1030 hPa,20 km,Calm,Calm,-,-,,
2011/10/21,11:00 PM,-4 °C,-10 °C,47%,1034 hPa,20 km,Calm,Calm,-,-,,
2011/10/22,2:00 AM,-5 °C,-13 °C,41%,1034 hPa,20 km,Calm,Calm,-,-,,
2011/10/22,5:00 AM,-6 °C,-12 °C,50%,1036 hPa,20 km,Calm,Calm,-,-,,
2011/10/22,8:00 AM,-8 °C,-13 °C,56%,1038 hPa,20 km,Calm,Calm,-,-,,
2011/10/22,11:00 AM,-3 °C,-8 °C,53%,1035 hPa,50 km,Calm,Calm,-,-,,
2011/10/22,2:00 PM,0 °C,-8 °C,41%,1034 hPa,20 km,Calm,Calm,-,-,,
2011/10/22,5:00 PM,3 °C,-8 °C,31%,1031 hPa,20 km,Calm,Calm,-,-,,
2011/10/22,8:00 PM,-3 °C,-10 °C,43%,1035 hPa,20 km,Calm,Calm,-,-,,
2011/10/22,11:00 PM,-5 °C,-11 °C,54%,1037 hPa,20 km,Calm,Calm,-,-,,
2011/10/23,2:00 AM,-7 °C,-11 °C,63%,1040 hPa,20 km,Calm,Calm,-,-,,
2011/10/23,5:00 AM,-8 °C,-11 °C,72%,1039 hPa,20 km,Calm,Calm,-,-,,
2011/10/23,8:00 AM,-9 °C,-12 °C,71%,1040 hPa,20 km,Calm,Calm,-,-,,
2011/10/23,11:00 AM,-6 °C,-11 °C,56%,1039 hPa,20 km,Calm,Calm,-,-,,
2011/10/23,2:00 PM,-0 °C,-9 °C,39%,1032 hPa,20 km,Calm,Calm,-,-,,
2011/10/23,5:00 PM,2 °C,-10 °C,30%,1030 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/23,8:00 PM,-3 °C,-10 °C,47%,1033 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/23,11:00 PM,-5 °C,-9 °C,62%,1036 hPa,20 km,Calm,Calm,-,-,,
2011/10/24,2:00 AM,-6 °C,-10 °C,62%,1036 hPa,20 km,Calm,Calm,-,-,,
2011/10/24,5:00 AM,-8 °C,-10 °C,77%,1037 hPa,20 km,Calm,Calm,-,-,,
2011/10/24,8:00 AM,-9 °C,-11 °C,79%,1037 hPa,20 km,Calm,Calm,-,-,,
2011/10/24,11:00 AM,-3 °C,-9 °C,53%,1033 hPa,20 km,Calm,Calm,-,-,,
2011/10/24,2:00 PM,1 °C,-9 °C,35%,1030 hPa,20 km,Calm,Calm,-,-,,
2011/10/24,5:00 PM,3 °C,-12 °C,19%,1027 hPa,20 km,Calm,Calm,-,-,,
2011/10/24,8:00 PM,-2 °C,-10 °C,42%,1031 hPa,20 km,South,7.2 km/h /,-,-,,Clear
2011/10/24,11:00 PM,-5 °C,-10 °C,52%,1036 hPa,20 km,Calm,Calm,-,-,,
2011/10/25,2:00 AM,-7 °C,-12 °C,58%,1036 hPa,20 km,Calm,Calm,-,-,,
2011/10/25,5:00 AM,-9 °C,-12 °C,66%,1036 hPa,20 km,Calm,Calm,-,-,,
2011/10/25,8:00 AM,-9 °C,-12 °C,71%,1036 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/25,11:00 AM,-4 °C,-8 °C,58%,1032 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/25,2:00 PM,1 °C,-9 °C,33%,1028 hPa,20 km,Calm,Calm,-,-,,
2011/10/25,5:00 PM,4 °C,-8 °C,27%,1023 hPa,20 km,Calm,Calm,-,-,,
2011/10/25,8:00 PM,-3 °C,-10 °C,43%,1028 hPa,20 km,Calm,Calm,-,-,,
2011/10/25,11:00 PM,-5 °C,-11 °C,54%,1030 hPa,20 km,Calm,Calm,-,-,,
2011/10/26,2:00 AM,-7 °C,-21 °C,17%,1031 hPa,20 km,Calm,Calm,-,-,,
2011/10/26,5:00 AM,-7 °C,-12 °C,60%,1032 hPa,20 km,Calm,Calm,-,-,,
2011/10/26,8:00 AM,-9 °C,-12 °C,71%,1031 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/10/26,11:00 AM,-5 °C,-7 °C,73%,1030 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/10/26,2:00 PM,3 °C,-6 °C,37%,1024 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/10/26,5:00 PM,5 °C,-7 °C,27%,1021 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/10/26,8:00 PM,-1 °C,-9 °C,42%,1025 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/10/26,11:00 PM,-5 °C,-11 °C,50%,1030 hPa,20 km,Calm,Calm,-,-,,
2011/10/27,2:00 AM,-7 °C,-12 °C,58%,1030 hPa,20 km,Calm,Calm,-,-,,
2011/10/27,5:00 AM,-9 °C,-12 °C,69%,1030 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/27,8:00 AM,-5 °C,-10 °C,56%,1026 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/27,11:00 AM,2 °C,-10 °C,27%,1022 hPa,20 km,WSW,14.4 km/h /,-,-,,Clear
2011/10/27,2:00 PM,5 °C,-10 °C,18%,1020 hPa,20 km,WSW,7.2 km/h /,-,-,,Clear
2011/10/27,5:00 PM,6 °C,-10 °C,18%,1018 hPa,20 km,WSW,7.2 km/h /,-,-,,Scattered Clouds
2011/10/27,8:00 PM,0 °C,-8 °C,37%,1020 hPa,20 km,SW,7.2 km/h /,-,-,,Mostly Cloudy
2011/10/27,11:00 PM,-2 °C,-8 °C,53%,1019 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/10/28,2:00 AM,-4 °C,-8 °C,66%,1019 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/10/28,5:00 AM,-5 °C,-9 °C,71%,1017 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/10/28,8:00 AM,-6 °C,-8 °C,72%,1017 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/10/28,11:00 AM,-0 °C,-7 °C,48%,1010 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/10/28,2:00 PM,3 °C,-7 °C,34%,1008 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/10/28,5:00 PM,4 °C,-8 °C,27%,1007 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/10/28,8:00 PM,4 °C,-7 °C,30%,1008 hPa,20 km,West,7.2 km/h /,-,-,,Mostly Cloudy
2011/10/28,11:00 PM,3 °C,-8 °C,30%,1009 hPa,20 km,West,7.2 km/h /,-,-,,Mostly Cloudy
2011/10/29,2:00 AM,1 °C,-9 °C,35%,1012 hPa,20 km,SW,7.2 km/h /,-,-,,Mostly Cloudy
2011/10/29,5:00 AM,-1 °C,-10 °C,36%,1014 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/29,8:00 AM,-3 °C,-17 °C,18%,1018 hPa,20 km,West,25.2 km/h /,-,-,,Scattered Clouds
2011/10/29,11:00 AM,-2 °C,-15 °C,22%,1019 hPa,20 km,West,14.4 km/h /,-,-,,
2011/10/29,2:00 PM,-0 °C,-17 °C,15%,1017 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2011/10/29,5:00 PM,1 °C,-15 °C,17%,1014 hPa,20 km,WNW,7.2 km/h /,-,-,,Scattered Clouds
2011/10/29,8:00 PM,-4 °C,-15 °C,30%,1018 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/29,11:00 PM,-4 °C,-14 °C,34%,1018 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/30,2:00 AM,-5 °C,-14 °C,33%,1017 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/30,5:00 AM,-5 °C,-17 °C,27%,1017 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/10/30,8:00 AM,-4 °C,-15 °C,27%,1018 hPa,20 km,South,7.2 km/h /,-,-,,Mostly Cloudy
2011/10/30,11:00 AM,-0 °C,-12 °C,27%,1014 hPa,20 km,West,43.2 km/h /,-,-,,Scattered Clouds
2011/10/30,2:00 PM,-0 °C,-12 °C,27%,1014 hPa,20 km,West,43.2 km/h /,-,-,,Scattered Clouds
2011/10/30,5:00 PM,-3 °C,-7 °C,62%,1016 hPa,20 km,West,36.0 km/h /,-,-,,Scattered Clouds
2011/10/30,8:00 PM,-6 °C,-20 °C,18%,1020 hPa,20 km,West,28.8 km/h /,-,-,,Partly Cloudy
2011/10/30,11:00 PM,-8 °C,-22 °C,18%,1024 hPa,20 km,West,14.4 km/h /,-,-,,Scattered Clouds
2011/11/1,2:00 AM,-11 °C,-20 °C,31%,1030 hPa,20 km,Calm,Calm,-,-,,
2011/11/1,5:00 AM,-12 °C,-19 °C,42%,1030 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/11/1,8:00 AM,-11 °C,-18 °C,40%,1029 hPa,20 km,South,7.2 km/h /,-,-,,Scattered Clouds
2011/11/1,11:00 AM,-6 °C,-18 °C,23%,1024 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/11/1,2:00 PM,-4 °C,-16 °C,22%,1020 hPa,20 km,East,7.2 km/h /,-,-,,Partly Cloudy
2011/11/1,5:00 PM,-2 °C,-15 °C,22%,1018 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/11/1,8:00 PM,-4 °C,-16 °C,25%,1019 hPa,20 km,West,7.2 km/h /,-,-,,Partly Cloudy
2011/11/1,11:00 PM,-4 °C,-15 °C,26%,1019 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/11/2,2:00 AM,-3 °C,-15 °C,24%,1021 hPa,20 km,North,7.2 km/h /,-,-,,Partly Cloudy
2011/11/2,5:00 AM,-4 °C,-15 °C,29%,1022 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2011/11/2,8:00 AM,-4 °C,-15 °C,28%,1023 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/11/2,11:00 AM,-2 °C,-13 °C,31%,1022 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/11/2,2:00 PM,-0 °C,-12 °C,27%,1022 hPa,20 km,West,14.4 km/h /,-,-,,Mostly Cloudy
2011/11/2,8:00 PM,-4 °C,-13 °C,34%,1024 hPa,20 km,East,7.2 km/h /,-,-,,Mostly Cloudy
2011/11/2,11:00 PM,-8 °C,-13 °C,59%,1028 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/11/3,2:00 AM,-7 °C,-12 °C,56%,1027 hPa,20 km,Calm,Calm,-,-,,
2011/11/3,5:00 AM,-8 °C,-14 °C,46%,1029 hPa,20 km,Calm,Calm,-,-,,
2011/11/3,8:00 AM,-9 °C,-15 °C,46%,1030 hPa,20 km,Calm,Calm,-,-,,
2011/11/3,11:00 AM,-6 °C,-12 °C,45%,1028 hPa,20 km,West,7.2 km/h /,-,-,,Clear
2011/11/3,2:00 PM,-2 °C,-13 °C,29%,1026 hPa,20 km,WSW,14.4 km/h /,-,-,,Scattered Clouds
2011/11/3,5:00 PM,-1 °C,-13 °C,28%,1025 hPa,20 km,West,7.2 km/h /,-,-,,Partly Cloudy
2011/11/3,8:00 PM,-4 °C,-16 °C,24%,1026 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/11/3,11:00 PM,-4 °C,-16 °C,25%,1028 hPa,20 km,SW,7.2 km/h /,-,-,,Scattered Clouds
2011/11/4,2:00 AM,-9 °C,-18 °C,29%,1033 hPa,20 km,Calm,Calm,-,-,,
2011/11/4,5:00 AM,-12 °C,-20 °C,36%,1035 hPa,20 km,Calm,Calm,-,-,,
2011/11/4,8:00 AM,-14 °C,-19 °C,50%,1037 hPa,20 km,Calm,Calm,-,-,,
2011/11/4,11:00 AM,-10 °C,-18 °C,36%,1035 hPa,20 km,Calm,Calm,-,-,,
2011/11/4,2:00 PM,-2 °C,-17 °C,18%,1027 hPa,20 km,Calm,Calm,-,-,,
2011/11/4,5:00 PM,-1 °C,-16 °C,17%,1025 hPa,20 km,Calm,Calm,-,-,,
2011/11/4,8:00 PM,-8 °C,-19 °C,26%,1031 hPa,20 km,Calm,Calm,-,-,,
2011/11/4,11:00 PM,-11 °C,-16 °C,52%,1034 hPa,20 km,Calm,Calm,-,-,,
2011/11/5,2:00 AM,-13 °C,-17 °C,58%,1032 hPa,20 km,Calm,Calm,-,-,,
2011/11/5,5:00 AM,-14 °C,-18 °C,65%,1037 hPa,20 km,Calm,Calm,-,-,,
2011/11/5,8:00 AM,-16 °C,-18 °C,71%,1038 hPa,20 km,Calm,Calm,-,-,,
2011/11/5,11:00 AM,-11 °C,-15 °C,57%,1034 hPa,20 km,Calm,Calm,-,-,,
2011/11/5,2:00 PM,-3 °C,-12 °C,34%,1029 hPa,20 km,Calm,Calm,-,-,,
2011/11/5,5:00 PM,1 °C,-10 °C,28%,1024 hPa,20 km,Calm,Calm,-,-,,
2011/11/5,8:00 PM,-6 °C,-16 °C,33%,1030 hPa,20 km,Calm,Calm,-,-,,
2011/11/6,2:00 AM,-13 °C,-17 °C,58%,1038 hPa,20 km,Calm,Calm,-,-,,
2011/11/6,5:00 AM,-14 °C,-18 °C,65%,1039 hPa,20 km,Calm,Calm,-,-,,
2011/11/6,8:00 AM,-15 °C,-19 °C,67%,1039 hPa,20 km,Calm,Calm,-,-,,
2011/11/6,11:00 AM,-10 °C,-14 °C,65%,1036 hPa,20 km,Calm,Calm,-,-,,
2011/11/6,2:00 PM,-3 °C,-13 °C,30%,1030 hPa,20 km,Calm,Calm,-,-,,
2011/11/6,8:00 PM,-4 °C,-14 °C,28%,1030 hPa,20 km,South,7.2 km/h /,-,-,,Scattered Clouds
2011/11/6,11:00 PM,-8 °C,-17 °C,32%,1034 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/11/7,2:00 AM,-2 °C,-13 °C,31%,1031 hPa,20 km,West,14.4 km/h /,-,-,,Partly Cloudy
2011/11/7,5:00 AM,-5 °C,-14 °C,36%,1033 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/11/7,8:00 AM,-7 °C,-14 °C,44%,1036 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/11/7,11:00 AM,-3 °C,-10 °C,43%,1035 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/11/7,2:00 PM,0 °C,-8 °C,37%,1031 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/11/7,5:00 PM,2 °C,-6 °C,43%,1027 hPa,20 km,NE,7.2 km/h /,-,-,,Mostly Cloudy
2011/11/7,8:00 PM,-5 °C,-12 °C,40%,1031 hPa,20 km,Calm,Calm,-,-,,Clear
2011/11/7,11:00 PM,-8 °C,-14 °C,47%,1033 hPa,20 km,Calm,Calm,-,-,,Clear
2011/11/8,2:00 AM,-8 °C,-13 °C,58%,1032 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/11/8,5:00 AM,-8 °C,-12 °C,58%,1029 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/11/8,8:00 AM,-9 °C,-13 °C,64%,1030 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/11/8,11:00 AM,-5 °C,-12 °C,47%,1027 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/11/8,2:00 PM,-1 °C,-9 °C,39%,1024 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/11/8,5:00 PM,-0 °C,-10 °C,33%,1021 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/11/8,8:00 PM,-4 °C,-10 °C,53%,1023 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/11/8,11:00 PM,-6 °C,-10 °C,68%,1022 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/11/9,2:00 AM,-9 °C,-11 °C,76%,1024 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/11/9,5:00 AM,-8 °C,-11 °C,72%,1021 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/11/9,8:00 AM,-7 °C,-9 °C,78%,1020 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/11/9,11:00 AM,2 °C,-9 °C,29%,1015 hPa,20 km,West,14.4 km/h /,-,-,,Mostly Cloudy
2011/11/9,2:00 PM,4 °C,-7 °C,32%,1014 hPa,20 km,West,14.4 km/h /,-,-,,Mostly Cloudy
2011/11/9,5:00 PM,4 °C,-8 °C,27%,1014 hPa,20 km,NW,14.4 km/h /,-,-,,Mostly Cloudy
2011/11/9,8:00 PM,1 °C,-13 °C,20%,1019 hPa,20 km,North,7.2 km/h /,-,-,,Mostly Cloudy
2011/11/9,11:00 PM,-0 °C,-14 °C,21%,1019 hPa,20 km,West,7.2 km/h /,-,-,,Mostly Cloudy
2011/11/10,2:00 AM,-1 °C,-18 °C,13%,1020 hPa,20 km,West,14.4 km/h /,-,-,,Scattered Clouds
2011/11/10,5:00 AM,-4 °C,-21 °C,13%,1022 hPa,20 km,West,7.2 km/h /,-,-,,Partly Cloudy
2011/11/10,8:00 AM,-5 °C,-21 °C,14%,1022 hPa,20 km,West,7.2 km/h /,-,-,,Partly Cloudy
2011/11/10,11:00 AM,-4 °C,-19 °C,17%,1023 hPa,20 km,Calm,Calm,-,-,,
2011/11/10,2:00 PM,-2 °C,-18 °C,14%,1020 hPa,20 km,West,21.6 km/h /,-,-,,Mostly Cloudy
2011/11/10,5:00 PM,-3 °C,-19 °C,15%,1020 hPa,20 km,West,14.4 km/h /,-,-,,Clear
2011/11/10,8:00 PM,-6 °C,-20 °C,17%,1023 hPa,20 km,West,14.4 km/h /,-,-,,Scattered Clouds
2011/11/10,11:00 PM,-10 °C,-23 °C,20%,1027 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2011/11/11,2:00 AM,-8 °C,-21 °C,19%,1024 hPa,20 km,West,14.4 km/h /,-,-,,Scattered Clouds
2011/11/11,5:00 AM,-8 °C,-22 °C,18%,1022 hPa,20 km,West,21.6 km/h /,-,-,,Clear
2011/11/11,8:00 AM,-9 °C,-21 °C,23%,1023 hPa,20 km,West,21.6 km/h /,-,-,,Clear
2011/11/11,11:00 AM,-9 °C,-18 °C,32%,1025 hPa,20 km,West,28.8 km/h /,-,-,,Scattered Clouds
2011/11/11,2:00 PM,-8 °C,-17 °C,33%,1016 hPa,20 km,West,14.4 km/h /,-,-,,Scattered Clouds
2011/11/11,5:00 PM,-8 °C,-19 °C,25%,1029 hPa,20 km,West,7.2 km/h /,-,-,,
2011/11/11,8:00 PM,-13 °C,-24 °C,25%,1033 hPa,20 km,Calm,Calm,-,-,,
2011/11/11,11:00 PM,-15 °C,-24 °C,29%,1036 hPa,20 km,Calm,Calm,-,-,,
2011/11/12,2:00 AM,-18 °C,-25 °C,39%,1039 hPa,20 km,Calm,Calm,-,-,,
2011/11/12,5:00 AM,-18 °C,-24 °C,46%,1039 hPa,20 km,Calm,Calm,-,-,,Clear
2011/11/12,8:00 AM,-19 °C,-24 °C,50%,1038 hPa,20 km,Calm,Calm,-,-,,Clear
2011/11/12,11:00 AM,-16 °C,-22 °C,44%,1036 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/11/12,2:00 PM,-12 °C,-21 °C,30%,1030 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/11/12,5:00 PM,-10 °C,-21 °C,26%,1028 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/11/12,8:00 PM,-12 °C,-19 °C,41%,1029 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/11/12,11:00 PM,-16 °C,-21 °C,50%,1033 hPa,20 km,Calm,Calm,-,-,,Clear
2011/11/13,2:00 AM,-17 °C,-22 °C,52%,1034 hPa,20 km,Calm,Calm,-,-,,Clear
2011/11/13,5:00 AM,-18 °C,-22 °C,59%,1035 hPa,20 km,Calm,Calm,-,-,,Clear
2011/11/13,8:00 AM,-19 °C,-22 °C,62%,1036 hPa,20 km,Calm,Calm,-,-,,Clear
2011/11/13,11:00 AM,-17 °C,-21 °C,57%,1034 hPa,20 km,Calm,Calm,-,-,,Clear
2011/11/13,2:00 PM,-8 °C,-17 °C,35%,1026 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/11/13,5:00 PM,-7 °C,-16 °C,32%,1022 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/11/13,8:00 PM,-11 °C,-20 °C,35%,1026 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/11/13,11:00 PM,-14 °C,-21 °C,39%,1028 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/11/14,2:00 AM,-15 °C,-21 °C,45%,1028 hPa,20 km,Calm,Calm,-,-,,Clear
2011/11/14,5:00 AM,-12 °C,-19 °C,45%,1024 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/11/14,8:00 AM,-11 °C,-18 °C,45%,1021 hPa,10 km,Calm,Calm,-,-,,Overcast
2011/11/14,11:00 AM,-10 °C,-16 °C,46%,1019 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/11/14,2:00 PM,-8 °C,-16 °C,40%,1017 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/11/14,5:00 PM,-7 °C,-15 °C,39%,1016 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/11/14,8:00 PM,-9 °C,-16 °C,45%,1018 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/11/14,11:00 PM,-11 °C,-16 °C,52%,1021 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/11/15,2:00 AM,-5 °C,-15 °C,34%,1019 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/11/15,5:00 AM,-13 °C,-17 °C,60%,1025 hPa,20 km,Calm,Calm,-,-,,Clear
2011/11/15,8:00 AM,-10 °C,-13 °C,74%,1021 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/11/15,11:00 AM,-8 °C,-12 °C,62%,1021 hPa,20 km,Calm,Calm,-,-,,Overcast
2011/11/15,2:00 PM,-3 °C,-10 °C,48%,1015 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/11/15,5:00 PM,-2 °C,-10 °C,40%,1018 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/11/15,11:00 PM,-4 °C,-15 °C,29%,1019 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2011/11/16,2:00 AM,-5 °C,-16 °C,28%,1022 hPa,20 km,Calm,Calm,-,-,,Clear
2011/11/16,5:00 AM,-9 °C,-17 °C,36%,1026 hPa,20 km,Calm,Calm,-,-,,Clear
2011/11/16,8:00 AM,-7 °C,-16 °C,37%,1024 hPa,20 km,West,7.2 km/h /,-,-,,Mostly Cloudy
2011/11/16,11:00 AM,-7 °C,-18 °C,27%,1026 hPa,20 km,West,7.2 km/h /,-,-,,Mostly Cloudy
